Student_ID,Subject,Exam_Score,Homework_Completion_%,Teacher_Comments
S06408,Science,42,-5,Order risk source tax serve join identify conference.
S03713,Math,73,90,Trial camera full enough team drop suggest professional.
S03306,Math,82,95,Change people bank score though investment charge.
S09941,History,104,-5,Entire along religious know exist than.
S07374,Geography,45,80%,Fact home give American picture game especially here.
S05871,English,91,95,Each your late rest sense black voice.
S02661,History,83,90,Product could majority must lawyer live model week weight sure summer chair consumer thus.
S05758,English,57,80%,Animal me stage network painting red week TV type company prepare meeting evening.
S05742,Science,43,100%,Dinner spend among increase trial administration really allow fact last yeah drug.
S09503,History,40,-5,Evidence always system million religious available authority with seem whole.
S04190,History,49,100%,Store service cover rich thought street eight indeed couple which major arm home.
S01294,Math,79,-5,Family happen late down whatever collection nice deep land issue pull.
S04367,Math,43,90,Of during reduce inside save baby.
S05980,Science,56,95,Any fine gas mention against different age check just Mrs.
S06403,English,79,90,Serious quality effect middle lawyer forward above hour analysis mission fall example.
S06789,English,93,80%,Range what involve candidate century arm capital form maintain feel.
S11569,Science,93,80%,Doctor national Republican ten paper away several pressure red beautiful.
S02209,Math,94,95,Other plan sure bank budget with reach market.
S04891,English,70,80%,Question interview quite learn role push smile effort wind sometimes yeah.
S10262,Arabic,80,90,Benefit as heavy measure cost type begin nice attention pretty available.
S02649,English,43,80%,Ok sport measure figure explain institution military discuss throughout dark run order.
S07467,English,82,90,Not book series all federal ready political future.
S01804,English,69,95,Painting pick federal forget night where.
S10913,Math,59,-5,Pressure pretty similar clearly environmental leave world.
S06041,Geography,76,80%,Never consumer board hour a fight onto world case nearly eat.
S10075,Science,74,100%,Pick world certain most join parent get wish tell wait phone church.
S10961,Science,49,80%,Never bed end option news by about certainly most in that.
S06090,History,89,-5,Military fine green field security interest receive.
S10211,English,99,95,Environment begin college behavior ahead through mention take cut month various Mrs.
S04663,Science,65,100%,Industry difference throughout low almost evening stock loss go relate step score staff.
S04793,Geography,73,90,Own place part operation spend organization candidate.
S02961,Arabic,62,90,Really may size partner cultural show letter edge good personal difficult item positive.
S07963,Math,46,95,Other and few important here guess meeting.
S06790,Math,59,90,Because top pattern example concern cost.
S07531,History,55,90,  
S04946,History,46,100%,Different I capital collection want really recently environmental personal night take loss early.
S02148,History,89,100%,Myself often add beautiful pass work care significant perform walk.
S04867,Science,74,100%,  
S06549,Geography,66,80%,Training each look piece great during to including.
S12117,Science,49,80%,Would son enjoy modern computer certain pattern example gun sister more do pretty such.
S08952,Math,102,80%,Whom factor pull hundred director add which represent rate agreement goal national natural.
S02433,Geography,65,80%,  
S12110,Math,62,80%,Level practice official look hot treatment like actually party.
S02030,History,72,95,May scene paper white game campaign.
S02501,History,40,95,If huge mention heavy person about perform when step throughout others spring.
S10536,Arabic,71,95,Food would save degree within or have tend defense increase pull.
S11820,Geography,98,-5,Continue positive very consider whole candidate charge last center report thus peace.
S07813,History,85,95,  
S11436,Arabic,93,95,Become usually enter simply pass everyone decide.
S10306,Math,41,90,To individual book floor serve data view state president hot.
S03343,Math,68,100%,Similar pattern loss age eat wear.
S03725,Science,64,95,Computer themselves draw race alone they would somebody even.
S10309,Geography,102,80%,Responsibility dinner gun voice likely cup full catch later away though paper.
S00173,Arabic,45,-5,Trip team give box put material him spring key writer president usually accept.
S01581,Geography,55,-5,Live make space level international relationship various this black probably since.
S07500,Arabic,56,80%,Now professional live hope respond my away safe yourself.
S00718,History,47,95,Newspaper by sister task artist society young outside a apply paper.
S04490,History,80,-5,Media evidence along mention where stand mention particular the will yet lawyer data.
S09367,Arabic,103,-5,Husband change reveal evening important type break raise data central positive partner possible.
S03242,Math,77,-5,Could second trip bit significant hard science know interview create hear position.
S06449,Science,70,80%,Choice his player everybody cut situation share morning.
S03458,Science,62,100%,Above thank sport nearly far position smile than stuff.
S00994,Arabic,104,100%,Authority drug wait forward realize artist.
S09784,English,110,95,Figure all population total total third effort many though.
S08995,Science,71,80%,Rate recent third rise claim enjoy your sound we dark.
S07993,Science,45,100%,Teacher range manager approach game compare rest course be worker argue.
S05025,Arabic,80,90,Read check car concern maintain along expert alone thought.
S11355,Science,74,90,Hope himself teach mind suddenly onto cause relationship image seven see.
S09933,Math,88,100%,Forward ahead need price mention base line hand indicate picture executive fear worker.
S03976,Science,58,-5,Fall financial type east gun factor worry possible.
S09969,Math,47,-5,List increase hit suffer soon southern employee.
S08773,History,94,90,Section join foot stand include everybody send economic part.
S10868,Science,88,95,  
S11614,History,106,90,Mouth Mrs order customer catch off education leg full pressure street agree staff.
S08802,Arabic,75,90,Star tax art member throw chair must thing budget.
S06601,Science,88,-5,Center part accept loss price once TV nation expect thought subject.
S01420,Science,72,80%,Street state skill inside by role itself.
S03031,Math,92,100%,  
S01385,Science,57,80%,Action short article president series environment.
S05061,Math,79,95,Bag manage action manage close crime leader year.
S05416,Arabic,88,80%,Message political fish left spring right avoid boy tree return feel vote.
S09508,History,78,80%,Physical hold network argue beat us.
S07706,Science,57,100%,Bar place a discuss citizen or.
S04045,Science,86,95,Old they drop bag rate stock project.
