Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
S05932,Geography,Work meet central.,2024-11-23,pending,F,No
S09237,English,Since.,2024-10-14, Done ,B, 
S10642,Science,Result clearly stage.,2024-09-14, Done ,A,No
S04657,Math,Dog he.,2025-01-22,✔,C-, 
S06478,Arabic,National industry edge.,2024-10-12,✔,A, 
S10705,Science,Thought deep.,2024-10-29,pending,F,Yes
S04138,English,Though process call almost.,2025-01-14, Done ,C-, 
S10335,Science,Range everyone why.,2024-10-08,❌,A,Yes
S01633,Science,Interview individual into.,2025-02-08,❌,B-, 
S05263,Science,Political father.,09/16/2024,not done,C-, 
S09890,Science,Wonder spring draw.,2025-01-23,❌,A,Yes
S10035,Arabic,Some former.,2024-11-01, Done ,C,Yes
S04974,History,Quickly require station.,2024-10-31, Done ,A,No
S07946,History,Community sea.,2025-01-16,✔,A+, 
S09123,Arabic,Term human.,2024-11-18,not done,C,No
S09964,English,Case number course.,12/14/2024,❌,A, 
S00571,English,Just yes.,2025-03-03,pending,A,No
S05204,History,Drive.,02/19/2025,pending,A+,Yes
S09091,Geography,Song eight.,2025-02-09,not done,D, 
S05827,History,Ever anything leader.,2024-09-26,❌,A+, 
S11380,Arabic,Two light.,2025-01-24,not done,C, 
S04273,History,Significant again.,02/16/2025,not done,A,Yes
S05288,Arabic,Foot agency wish.,2025-02-19, Done ,F,No
S02748,Geography,Resource speak other know.,2025-02-11,✅,A+,No
S12122,Science,Story teacher.,2024-09-12,❌,A,Yes
S07983,English,Remain behind.,2024-09-30,✔,C,Yes
S11341,Geography,Service doctor feel finish.,2025-01-21,✔,F, 
S03560,Geography,Response along.,2025-02-07,✅,A,No
S08514,English,Mind.,2024-09-13,❌,B-, 
S06328,English,Law ask statement air.,2024-09-22, Done ,F, 
S09900,Math,Could about.,2025-01-30, Done ,C-,No
S03525,English,Current which subject what.,2025-01-05,not done,B-,No
S10901,Geography,Hard lose.,2025-02-22,✔,B-,No
S02721,Arabic,Attack light.,2024-10-08,not done,D,Yes
S02034,Arabic,Base control Democrat half.,2024-12-10,✔,A,No
S05479,Math,Eat since level.,2025-02-16,not done,A,No
S01451,English,Lay star look money.,2024-10-03,not done,A+,No
S10172,Arabic,Tough.,2024-09-24, Done ,B,Yes
S02382,History,Special part hour.,2024-12-20,not done,A,No
S00351,History,Not something.,12/01/2024,❌,D,Yes
S02809,Arabic,Feeling short themselves.,02/28/2025,✅,B-,No
S10586,English,Affect instead late.,02/21/2025,pending,A+,Yes
S04683,Science,Cold simply.,2024-10-29,pending,F,Yes
S02946,History,Keep attorney.,2024-12-24,❌,A+,Yes
S11301,Math,Finish onto your.,2024-11-05,pending,A,Yes
S07739,English,So if.,2025-02-03,not done,B,Yes
S08251,History,Right face must.,2024-11-03, Done ,A,Yes
S00725,Arabic,Onto option social.,01/04/2025, Done ,C,No
S00200,Geography,Provide bad probably shake.,2025-02-02,✔,F,Yes
S07708,English,Value member.,2024-11-26,not done,A,Yes
S00914,Science,Fish voice he.,2024-10-05,✔,B,Yes
S02134,History,Off operation role.,12/01/2024,✔,B,Yes
S11479,Arabic,Speak sell.,2024-11-21,pending,C-,No
S10743,History,Politics.,10/17/2024,✔,C-,No
S07374,Arabic,Also hope order.,2025-02-20,pending,A+, 
S11197,Science,Western floor.,2024-11-06,❌,A,Yes
S05397,History,Trip ask machine.,11/11/2024,not done,A, 
S08757,History,Let from.,2024-11-16,not done,A, 
S00583,Science,Paper of represent.,2024-12-29,✅,A, 
S03238,Science,Hour leg.,2025-01-07, Done ,F,Yes
S00245,Geography,Room through author rise.,2025-01-09, Done ,B, 
S04027,Arabic,Garden change.,2024-10-03,not done,C-,Yes
S05301,Geography,Decide college expect.,2024-11-25,pending,A+, 
S04364,Math,Business media.,2024-10-17,pending,B,Yes
S07761,English,Miss here article.,2024-11-05,pending,D,No
S11444,Math,Compare.,03/08/2025,✅,B,Yes
S09141,Math,Will wear bill.,2024-11-16,✅,D,Yes
S12028,Geography,Nearly push expert.,01/24/2025,not done,D,Yes
S04534,Arabic,Important evidence toward.,2024-10-28,pending,B-,Yes
S05828,Math,Garden bar plant.,2024-12-01,✅,F, 
S03978,Math,Language better.,2025-01-13,not done,D,Yes
S06246,History,Policy us.,2025-03-02, Done ,C-,Yes
S07415,Arabic,Pretty most day.,2024-10-05,✔,D,Yes
S10087,Arabic,Natural free.,2024-10-08,❌,C-, 
S04415,Geography,Pattern point seat.,2024-12-09,❌,A, 
S06180,Geography,Full form model.,12/19/2024,not done,B,Yes
S11466,Science,Discussion professor.,2024-09-12,✅,B-,Yes
S10605,Geography,Three.,2025-01-17,✅,C,No
S10448,History,Treatment consider movement.,10/02/2024,✔,A,Yes
S03843,Science,Main decade worker.,2024-11-01,✅,D, 
S06185,Math,Form set.,2024-11-27,pending,F,No
S11397,English,Hundred several try.,2024-12-22,not done,A, 
S01199,History,Fly professional.,2025-01-29,pending,D, 
S01002,Arabic,Issue.,09/29/2024,✔,C, 
S08234,Arabic,Face rest teacher.,2024-12-05,✔,D, 
S00880,English,Will music daughter.,11/12/2024,❌,B, 
S10005,Geography,Deal have.,12/22/2024, Done ,B,Yes
S06526,Science,Woman along wait.,12/13/2024,not done,A+,No
S12133,History,Doctor kitchen.,2025-02-10,✔,F,Yes
S05041,Geography,Side.,2024-12-13,✔,C,Yes
S08455,Science,Win.,2024-11-22, Done ,A+, 
S09238,Geography,Program somebody.,2024-10-03,✔,C, 
S00754,Science,Window necessary.,2024-09-14,not done,A+, 
S04417,History,Last skin.,2024-11-10,❌,A+,No
S01990,English,Fly.,2024-09-27,❌,C-,Yes
S06563,Arabic,Then tell.,2024-10-04,✔,F,No
S11510,History,Across question.,12/24/2024, Done ,D, 
S03427,Science,Gas through.,2024-12-30,❌,A,No
S07494,Arabic,Woman political.,2025-03-01, Done ,D,No
S09654,Science,Particularly new such.,2024-11-15,✔,B-, 
S10622,Arabic,Heart traditional.,2024-11-01,pending,A+,No
S00877,Math,Side.,2024-11-18,✅,B-, 
S10571,Arabic,Free.,10/30/2024, Done ,B-,No
S05181,History,Art impact himself.,2024-11-30,✔,B,No
S01667,English,Training on.,2024-10-15,not done,F,No
S04079,Science,Professional able how.,2024-09-17,not done,A+,No
S11220,English,Response perform us table.,2024-11-01,pending,A+, 
S10268,English,Such.,10/06/2024,✅,B-, 
S04695,English,About blood anything southern.,2024-09-10, Done ,C-, 
S06184,English,Population cell reality.,2024-10-31, Done ,C, 
S01651,Arabic,Energy.,2024-11-19,✅,B-,Yes
S09148,English,Cell language.,10/17/2024,pending,A+,Yes
S05210,Arabic,Public more.,2025-02-15, Done ,C,Yes
S01731,History,Whole participant every.,2024-11-21,pending,A+,No
S03919,English,Mouth.,2025-02-05,❌,A+,No
S01973,Science,Lead chair.,2024-09-10,✔,B, 
S07302,Arabic,Bar police.,02/07/2025, Done ,A+, 
S08580,English,Manager other on.,2024-11-25,not done,A+,No
S01386,Math,Former.,2024-12-30,✅,F, 
S03562,Math,Across large.,2024-09-14,✔,D,No
S09237,English,Five job.,2024-09-14,✔,A+,Yes
S08206,Science,Project concern.,2024-10-10,✅,C-, 
S09779,Math,Radio baby consumer.,2024-10-13,✔,F, 
S09155,Math,Paper never type.,2024-11-12,pending,F, 
S05626,English,Exist spring long.,2024-11-09,not done,B-, 
S05801,Math,Message before student.,2024-10-28,✔,F, 
S00758,History,Despite baby.,11/21/2024,❌,C-, 
S09859,English,Cup speech.,2025-02-13,✅,C-,No
S08391,History,One more prove.,2025-01-08,not done,A,Yes
S07038,Geography,Catch fish.,2024-09-24,✅,A,No
S00307,Math,Movie matter.,2025-01-10,❌,F,No
S11195,English,Carry hot federal.,2024-12-23,✔,D,Yes
S01422,English,Even American sister.,2024-11-19,not done,B,No
S10343,History,Man behind show.,10/25/2024,❌,C-,Yes
S04608,Geography,Interest news.,01/12/2025,pending,C,Yes
S09470,Math,Reduce ten.,2024-12-20, Done ,A+, 
S11084,History,Force picture future.,2025-01-13, Done ,C,No
S01267,Geography,Pay often unit.,2025-02-01,not done,A, 
S07927,English,Technology resource.,09/22/2024,✅,A, 
S09479,Geography,Four government guy finally.,11/03/2024,✔,B-,No
S02908,Geography,Compare hotel necessary number.,2025-03-05, Done ,C, 
S09051,History,White since ok.,2024-10-09,not done,A,Yes
S08254,Math,Mouth like.,2024-12-30,✅,A,No
S04055,Science,Training national across.,01/11/2025,pending,B,No
S11555,History,Spring.,09/19/2024, Done ,A,No
S00983,Science,Tough soon.,2024-11-02, Done ,D,No
S01753,Science,Certain sense.,11/13/2024, Done ,D, 
S03922,Math,Whole still ready.,2025-03-05,✔,C,No
S07441,Arabic,Seem go sometimes.,2024-10-04,❌,D, 
S10594,Math,House with girl.,2024-12-23,not done,B,No
S01684,English,Data same.,2024-12-03,❌,B-, 
S09142,English,City speech former.,2025-02-25, Done ,A,No
S08625,English,Act major determine.,2024-10-28, Done ,F,Yes
S03273,Science,Hand sound care.,2025-02-02,not done,B-,No
S01281,Geography,Amount thus.,2025-01-25,✔,D,Yes
S00560,Geography,Bill state.,2025-02-25, Done ,D, 
S10898,History,Finally present term you.,2024-10-31, Done ,F, 
S11030,History,Responsibility entire.,02/11/2025,pending,A+,No
S00704,Geography,Old when really.,01/22/2025,✅,B,No
S04212,Arabic,Them seem.,2024-11-20,not done,F,Yes
S04178,Geography,Writer check.,2025-01-12,pending,B-,No
S00902,Math,Fish score.,2024-10-23,not done,D,Yes
S02459,Math,Fear board.,2024-12-31,❌,A,No
S02290,English,Worry kitchen out nature.,2025-02-18,✅,A,No
S01679,Arabic,Notice show where.,10/31/2024, Done ,D,Yes
S07940,Arabic,Color piece everybody.,2025-02-24,pending,C,No
S00798,Geography,Service.,2024-10-11,not done,A+, 
S00863,History,Year happen personal themselves.,2025-01-19,❌,C-, 
S09097,History,Painting.,2025-01-22,pending,B,Yes
S06015,Arabic,Her much number nearly.,2024-10-16,✅,B, 
S11032,History,Mr research only.,2024-12-18,✔,A+, 
S04678,Geography,None from serve.,2024-09-18,✅,C-, 
S07686,English,Risk reach energy.,2024-09-11,pending,A+,No
S11083,Math,Help occur.,2024-11-08,✅,B-,Yes
S07252,History,Either management history.,2025-02-28,pending,C,Yes
S00056,History,Wall new.,2024-10-23, Done ,A,No
S08276,History,Quickly PM small test.,2025-02-10,❌,A+, 
S06548,English,Resource foot expert.,2025-01-13,pending,A,No
S03304,Geography,Room meeting.,2024-10-12,✔,D,Yes
S05779,Math,Light resource quite hair.,11/27/2024, Done ,B-,Yes
S06241,Arabic,Prevent.,2024-12-31, Done ,B-,Yes
S10085,Arabic,Hear sound.,2024-12-18, Done ,B-, 
S08079,History,American age.,2025-03-04,✅,C-, 
S04199,Science,Religious reach head.,2025-01-21,not done,A, 
S07738,Science,Citizen store.,2024-11-15,❌,B, 
S07004,Geography,Very behind commercial.,2025-02-22,not done,B-,No
S09290,Arabic,Future order gas.,11/14/2024,✔,C-,No
S04239,Arabic,Understand role skill.,2025-02-14, Done ,F,Yes
S06491,History,How.,2024-10-17,pending,C-, 
S05351,Math,Back partner everything.,2024-12-08,✅,B-,No
S10432,Arabic,Smile scientist themselves.,2024-11-25,❌,D,Yes
S03919,Geography,Despite onto.,2024-12-22, Done ,A,Yes
S04618,History,Forward receive.,09/24/2024,❌,C,No
S07234,Math,Address face.,2024-09-23,pending,C, 
S05636,Geography,Usually win week.,2024-09-26,not done,B-,No
S01773,Arabic,Kind without officer.,02/01/2025,not done,A+,Yes
S08236,Arabic,Thousand often.,2025-02-10,not done,D, 
S11033,Arabic,Science which.,2025-02-25,❌,A+,Yes
S05197,Arabic,Alone whose help.,2025-01-13,❌,C-,Yes
S12041,History,Still difference.,2024-12-26,not done,C, 
S04079,Science,Serve rate.,2024-09-22,❌,B,No
S08211,Geography,Must generation eye.,2024-12-09,✅,C, 
S08336,History,Act already necessary.,2025-02-10,✔,B, 
S07719,Arabic,Court bad.,2024-10-09,❌,B-, 
S11761,Science,Anything must.,2025-03-05, Done ,B, 
S05502,English,Well area billion image.,09/30/2024,not done,B-, 
S05092,Math,Build hope.,2024-11-24, Done ,A,Yes
S06543,English,Live wait much.,2024-10-13, Done ,A, 
S02643,English,Upon contain cover.,2024-10-02, Done ,C-, 
S07500,Arabic,Because cause modern.,12/25/2024,pending,A,Yes
S10496,English,The front become address.,2025-02-04,pending,C-,No
S04749,Math,Bar may.,11/01/2024,✅,A,Yes
S06965,History,Event any protect magazine.,2025-03-08,✔,B,No
S07741,Science,Decade.,2025-01-14,❌,C,Yes
S02581,History,Star plan.,2025-02-04,❌,D,No
S07127,Science,Customer.,2024-12-31,not done,A+, 
S02562,Geography,Of agency of.,2024-10-23,✔,B, 
S02012,Math,Best sound product where.,2025-02-24,✅,A,Yes
S11740,Math,Agree.,2025-03-08,pending,C, 
S00222,Arabic,Partner station.,2024-10-23,not done,D,No
S00464,Science,Occur player.,12/04/2024, Done ,A+, 
S03322,Geography,Meet the.,2025-01-04, Done ,B, 
S05633,Geography,Hear buy question.,11/28/2024,not done,D,Yes
S00231,Geography,Capital team.,2024-11-04,✅,B, 
S08585,History,Think nature.,2025-01-05,❌,B-,Yes
S01427,History,Administration method model.,11/19/2024,pending,B-,Yes
S05375,English,Read carry.,09/26/2024,not done,B-, 
S02747,English,You set.,2025-02-14,not done,B,No
S08893,Arabic,Sign while.,2024-10-07,❌,A,No
S00186,Science,Thousand oil.,2025-01-05,✔,D, 
S02046,Arabic,We best special.,2024-12-16,✔,D, 
S02849,History,Other skill day.,2025-01-01,✅,B,No
S04495,English,Wide contain.,01/06/2025,❌,D,No
S02345,Arabic,Bank wind either.,2024-10-11,✅,A, 
S04563,Geography,Soon four.,2024-10-14,pending,D,Yes
S08622,Arabic,Total song.,2024-11-10,✔,A, 
S03059,Science,Year learn these.,2024-10-15,not done,F,No
S09787,Geography,Everyone physical author.,11/01/2024,pending,C-,Yes
S00554,Math,North development free rest.,12/09/2024,❌,D, 
S09714,Geography,If member.,2025-03-02,✅,B-, 
S10949,Math,Service cell.,2024-10-14,✔,A+, 
S00861,Arabic,Within possible direction.,2024-12-29,✅,A,Yes
S06252,Geography,Loss sense positive.,2024-10-09, Done ,C,No
S04276,Geography,Effort really.,2025-02-07, Done ,D, 
S11348,Geography,Call word eye.,2025-01-09,✅,B-,Yes
S10586,Math,Phone commercial.,2024-12-21,✅,C-,Yes
S08589,English,Despite order.,2024-10-06, Done ,B, 
S07280,Science,Event.,2024-12-24,pending,C-,Yes
S05213,Science,Small.,12/12/2024,pending,D,No
S09992,Science,Study give.,2024-11-17,❌,A+,Yes
S08105,Science,Base summer more.,2024-09-17,✔,D, 
S02372,Arabic,Nearly simply blue.,2024-11-02,pending,C, 
S11541,History,Pick visit.,2025-02-03,✔,A+,No
S11736,Arabic,Politics set.,2024-09-15,pending,B-,No
S01691,Arabic,Big foreign support.,2024-12-10,✔,C,No
S06868,Geography,Particular serious the if.,11/18/2024, Done ,B-,Yes
S10579,Geography,Item interview.,2024-12-08,not done,C,Yes
S08781,Math,Not participant hundred.,2024-10-24,✔,C-,No
S03881,English,Trial.,2024-10-22, Done ,D, 
S12123,Arabic,Character building.,2025-01-01,not done,C-,No
S07507,History,Idea.,11/14/2024, Done ,C-, 
S09631,Math,Century citizen think.,2024-11-09,❌,D, 
S01865,English,Student agreement.,2024-09-08,❌,A+,No
S11225,Geography,Shoulder letter.,2024-10-16,pending,F, 
S09810,English,Allow learn.,02/18/2025,pending,C-,No
S09322,Geography,So though assume.,2024-09-13,❌,A+,No
S07964,Arabic,Modern kid suffer.,2025-02-02,✔,C,No
S05070,Geography,Wife.,2024-12-19,✔,B, 
S01498,English,If nothing.,2024-09-26, Done ,A+,Yes
S00959,Arabic,Home blue make.,2025-02-11,❌,D,Yes
S02636,Geography,Phone.,01/17/2025, Done ,B,No
S05923,Geography,Chair think.,2024-12-09,✅,F,Yes
S01943,History,Through throughout.,02/28/2025,pending,F,Yes
S11948,Geography,Start teacher subject perform.,2025-03-02, Done ,C, 
S09740,English,Prepare.,2024-11-12, Done ,C-,Yes
S01443,Science,Sort performance.,2024-11-03,pending,C-,No
S04190,Arabic,Money budget left.,2025-02-11,not done,B,Yes
S01083,Science,Mean need.,2025-01-21,pending,F,Yes
S11032,English,Read financial bag.,2024-10-15, Done ,B, 
S03050,History,Show.,2024-12-26,✔,B, 
S02864,English,Fine eight.,2024-10-16,not done,D,No
S02106,History,Important.,01/02/2025,✔,C,No
S02119,Geography,Take together information.,10/24/2024,pending,C,No
S01089,History,Remain.,2024-12-25,❌,C-,No
S09742,English,Level sign weight.,2024-11-15,pending,B-, 
S11592,Geography,Hope kid.,2024-09-15, Done ,C, 
S08987,Arabic,Exist grow officer.,2025-01-13,✅,F,Yes
S05624,Arabic,Miss actually everybody.,2024-09-10,✅,A+,No
S09585,Science,Evening treatment national.,2024-09-30,❌,C,No
S08462,History,Cut.,02/28/2025,❌,A+,No
S00142,Geography,Yeah before amount tell.,2025-02-28,✅,B-,Yes
S02235,Geography,Blue mouth.,2025-01-08,✅,C-,No
S03537,Science,Site including why night.,2024-10-25,pending,C, 
S11738,History,Family.,2024-11-27,✅,B-,No
S08456,Science,Price analysis prevent.,2024-11-21,❌,B,Yes
S01600,Science,Language perhaps respond.,2024-11-30,✅,C-,No
S02893,Math,Than charge.,2025-02-28, Done ,B-, 
S05344,Geography,Beautiful teach.,2024-10-13,✔,B-, 
S05831,History,Agent suggest pass.,2025-02-19,pending,F, 
S06788,Science,Watch fast.,2025-02-15,✔,B,No
S08956,Science,Sound room cover no.,12/08/2024,✅,C, 
S01711,Math,Important hear its.,01/06/2025, Done ,A+, 
S01013,Arabic,Staff language art.,10/08/2024, Done ,D, 
S02440,History,Wait southern.,2024-11-04,✔,A,No
S05322,Science,Law apply.,12/31/2024, Done ,C,Yes
S03170,Math,Benefit Democrat arrive.,02/27/2025,not done,F,Yes
S02633,Geography,Such identify trouble.,11/22/2024, Done ,B,Yes
S02786,Science,Act hundred service.,2024-10-05,pending,B,Yes
S06031,English,Husband report.,02/16/2025, Done ,A, 
S09506,Math,Win never.,2024-10-13,pending,A, 
S01164,Geography,Accept still follow.,12/04/2024,pending,C,No
S08599,English,Yes financial receive.,2024-10-01,❌,C, 
S01028,English,Small over future.,2024-12-21,not done,C-,Yes
S08030,Math,Remain brother.,2024-09-21,✅,C-,Yes
S02945,Math,The.,2024-10-30,❌,A+,No
S03067,History,Again skin east reality.,2025-03-03,not done,D,Yes
S05142,Science,Government factor no.,2025-01-19,not done,C-,No
S01142,History,Sea our system citizen.,2024-10-14,✅,F,No
S02082,History,Image PM general.,2024-09-14, Done ,C,Yes
S03439,Science,Everybody discuss per.,2024-10-24,✅,B, 
S04378,Arabic,Friend start.,10/10/2024,not done,B, 
S10871,Math,Enter light.,2024-09-15,✅,B-,Yes
S11114,History,Land same include.,2024-10-14,❌,A,No
S10220,Arabic,Billion employee.,10/05/2024,✅,D,Yes
S06857,English,Yeah manager hard.,2025-02-05,❌,B,Yes
S09374,History,Cell fish investment.,2024-11-06,not done,F, 
S07149,Science,Half citizen mention success.,10/26/2024,❌,F, 
S06149,Arabic,Economy type.,2024-12-10,pending,B-,No
S00265,History,Number wish what challenge.,2025-01-02,❌,A,No
S09056,Geography,Individual market.,2024-12-01, Done ,F, 
S06464,English,American rule kid.,2024-12-09,✅,D, 
S00331,Geography,Bit human fill.,2025-01-29, Done ,B,No
S04354,Geography,Watch area.,10/31/2024,✅,C-,Yes
S09199,Math,College list travel.,2024-12-15,not done,A+, 
S00881,Geography,The now purpose.,10/19/2024,pending,C, 
S02992,Math,Society stuff.,10/05/2024, Done ,B-, 
S01250,Arabic,Hit yard then.,2024-12-26,not done,B, 
S02919,Math,Challenge carry together.,01/31/2025,pending,B,Yes
S07424,Science,Throw along join.,2025-02-10,✔,B-,No
S03810,English,Process poor.,01/10/2025, Done ,A+,Yes
S02578,Arabic,Reduce attorney edge.,2024-10-07,✅,B,No
S00217,History,Million question ago.,10/27/2024,✅,B-,Yes
S08070,Geography,Nice style.,12/24/2024,pending,D,Yes
S00771,Geography,Condition pull hope know.,01/23/2025,✔,D,No
S02347,Science,Later table support.,2024-09-13, Done ,C,Yes
S08118,Geography,We understand bad.,2025-02-09,❌,B-, 
S04979,English,Recently budget forward.,2024-10-14,✅,C, 
S04148,History,Hear.,2024-11-23,pending,B-, 
S03229,Arabic,Study now.,2024-12-25,❌,A+,Yes
S05826,English,Door by.,2024-10-09,✔,A+,No
S06752,English,Will drop peace behavior.,2025-02-25,pending,D,Yes
S12063,Math,Reflect true.,2025-01-10,not done,C-,No
